"Analyze-25 Year	",,,,,,,,,,,,,,,,,
Ma H.; Xie H.; Brown D.,"Ma, Hongjie (56136496200); Xie, Hui (7401673202); Brown, David (55553726489)",56136496200; 7401673202; 55553726489,Eco-Driving Assistance System for a Manual Transmission Bus Based on Machine Learning,2018,IEEE Transactions on Intelligent Transportation Systems,19,2,8207769,572,581,9,19,10.1109/TITS.2017.2775633,Article,Final,All Open Access; Green Open Access,2-s2.0-85038873946
Yang M.; Liu P.; Yu H.; Bao J.,"Yang, Menglin (57212285341); Liu, Pan (55261727500); Yu, Hao (51764987200); Bao, Jie (36197972400)",57212285341; 55261727500; 51764987200; 36197972400,Development of an eco-driving control algorithm in urban area using connected vehicle technology,2018,"CICTP 2017: Transportation Reform and Change - Equity, Inclusiveness, Sharing, and Innovation - Proceedings of the 17th COTA International Conference of Transportation Professionals",2018-January,,,3010,3019,9,0,10.1061/9780784480915.316,Conference paper,Final,,2-s2.0-85044188325
Jiang H.; An S.; Wang J.; Cui J.,"Jiang, Huifu (56879582500); An, Shi (7203025498); Wang, Jian (55881825100); Cui, Jianxun (25931930600)",56879582500; 7203025498; 55881825100; 25931930600,Eco-approach and departure system for left-turn vehicles at a fixed-time signalized intersection,2018,Sustainability (Switzerland),10,1,273,,,,12,10.3390/su10010273,Article,Final,All Open Access; Gold Open Access,2-s2.0-85040864917
Du Z.; HomChaudhuri B.; Pisu P.,"Du, Zhiyuan (57193099077); HomChaudhuri, Baisravan (36133201500); Pisu, Pierluigi (57206310268)",57193099077; 36133201500; 57206310268,Hierarchical distributed coordination strategy of connected and automated vehicles at multiple intersections,2018,"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations",22,2,,144,158,14,50,10.1080/15472450.2017.1407930,Article,Final,,2-s2.0-85038395525
Vázquez-Noguerol M.F.; González-Boubeta I.; Dominguez-Caamaño P.; Prado-Prado J.C.,"Vázquez-Noguerol, Mar Fernández (57204391550); González-Boubeta, Iván (57201500599); Dominguez-Caamaño, Pablo (57191222504); Prado-Prado, José Carlos (6506733203)",57204391550; 57201500599; 57191222504; 6506733203,Best practices in road transport: An exploratory study,2018,Journal of Industrial Engineering and Management,11,2,,250,261,11,11,10.3926/jiem.2525,Article,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85045136673
Eckert J.J.; Santiciolli F.M.; Bertoti E.; Costa E.D.S.; Corrêa F.C.; Silva L.C.D.A.E.; Dedini F.G.,"Eckert, Jony Javorski (55984672100); Santiciolli, Fabio Mazzariol (55984752600); Bertoti, Elvis (57190517862); Costa, Eduardo dos Santos (55984805800); Corrêa, Fernanda Cristina (56602426700); Silva, Ludmila Corrêa de Alkmin e (24725355000); Dedini, Franco Giuseppe (6508188121)",55984672100; 55984752600; 57190517862; 55984805800; 56602426700; 24725355000; 6508188121,"Gear shifting multi-objective optimization to improve vehicle performance, fuel consumption, and engine emissions",2018,Mechanics Based Design of Structures and Machines,46,2,,238,253,15,31,10.1080/15397734.2017.1330156,Article,Final,,2-s2.0-85020517583
Doan V.-D.; Koseki T.; Kishi H.; Fujimoto H.; Yasuda T.; Fujita T.,"Doan, Van-Duc (56244718500); Koseki, Takafumi (7103018807); Kishi, Hiroyuki (57188760537); Fujimoto, Hiroshi (35465668000); Yasuda, Tomio (36187599700); Fujita, Toshiyuki (57188765578)",56244718500; 7103018807; 57188760537; 35465668000; 36187599700; 57188765578,Simultaneous optimization of speed profile and allocation of wireless power transfer system for autonomous driving electric vehicles,2018,IEEJ Journal of Industry Applications,7,2,,189,201,12,31,10.1541/ieejjia.7.189,Article,Final,All Open Access; Gold Open Access,2-s2.0-85046287700
Fazioli R.; Lenza D.,"Fazioli, Roberto (6602093235); Lenza, Donato (57204929107)",6602093235; 57204929107,Energy efficiency in gas distribution race and effects on local public finance: Analisys and perspectives. Esco's Role; [Analisi dell’incentivazione all’efficienza energetica nella liberalizzazione del settore della distribuzione gas: Analisi e prospettive per distributori ed esco],2018,Industria,39,2,,283,323,40,1,10.1430/91319,Article,Final,,2-s2.0-85057959016
Doorghen-Gorden J.; Nowbuth M.D.; Proag V.,"Doorghen-Gorden, Joanna (57192401502); Nowbuth, Manta Devi (55206855700); Proag, Virendra (57211201923)",57192401502; 55206855700; 57211201923,Assessing the implementation of eco-driving in Mauritius—A climate change mitigation measure,2018,Green Energy and Technology,0,9.78E+12,,367,381,14,1,10.1007/978-3-319-63612-2_23,Book chapter,Final,,2-s2.0-85032954899
Zuraida R.; Widjaja D.,"Zuraida, Rida (57188643511); Widjaja, Dimitrius (57200375920)",57188643511; 57200375920,Eco-driving behavior tendency among Indonesian people: A preliminary study,2018,IOP Conference Series: Earth and Environmental Science,109,1,12022,,,,3,10.1088/1755-1315/109/1/012022,Conference paper,Final,All Open Access; Gold Open Access,2-s2.0-85040962898
Griggs W.; Russo G.; Shorten R.,"Griggs, Wynita (8288469600); Russo, Giovanni (56222588400); Shorten, Robert (7003386909)",8288469600; 56222588400; 7003386909,Leader and Leaderless Multi-Layer Consensus with State Obfuscation: An Application to Distributed Speed Advisory Systems,2018,IEEE Transactions on Intelligent Transportation Systems,19,3,,711,721,10,17,10.1109/TITS.2017.2700199,Conference paper,Final,,2-s2.0-85019907546
Huertas J.I.; Díaz J.; Giraldo M.; Cordero D.; Tabares L.M.,"Huertas, J.I. (7103267573); Díaz, J. (55366377200); Giraldo, M. (57192112542); Cordero, D. (58069024700); Tabares, L.M. (57519302600)",7103267573; 55366377200; 57192112542; 58069024700; 57519302600,Eco-driving by replicating best driving practices,2018,International Journal of Sustainable Transportation,12,2,,107,116,9,17,10.1080/15568318.2017.1334107,Article,Final,,2-s2.0-85021305204
Gawron J.H.; Keoleian G.A.; De Kleine R.D.; Wallington T.J.; Kim H.C.,"Gawron, James H. (57201059553); Keoleian, Gregory A. (7004102663); De Kleine, Robert D. (38761199500); Wallington, Timothy J. (7102358724); Kim, Hyung Chul (55739549800)",57201059553; 7004102663; 38761199500; 7102358724; 55739549800,Life Cycle Assessment of Connected and Automated Vehicles: Sensing and Computing Subsystem and Vehicle Level Effects,2018,Environmental Science and Technology,52,5,,3249,3256,7,156,10.1021/acs.est.7b04576,Article,Final,,2-s2.0-85043259362
Athani G.; Gavarraju S.R.; Addala S.; Satishkumar P.; Yerraguntla P.,"Athani, Gopal (55786696000); Gavarraju, Srinivasa Raju (42061242800); Addala, Shashank (57201635419); Satishkumar, P. (57201634522); Yerraguntla, Prasad (56136015500)",55786696000; 42061242800; 57201635419; 57201634522; 56136015500,A Feedback and Feedforward Control Algorithm for a Manual Transmission Vehicle Simulation Model,2018,SAE Technical Papers,2018-April,,,,,,0,10.4271/2018-01-1356,Conference paper,Final,,2-s2.0-85045441831
Matsumoto Y.; Ishiguro S.,"Matsumoto, Yukimasa (55752994600); Ishiguro, Shogo (57194784437)",55752994600; 57194784437,Evaluation of CO2 emission reduction from vehicles by information provision using driving simulator,2018,Advances in Intelligent Systems and Computing,572,,,290,304,14,0,10.1007/978-3-319-57105-8_14,Book chapter,Final,,2-s2.0-85022183710
Li T.J.; Shen M.; Zheng H.,"Li, Ting Jun (57205318267); Shen, Minghao (57201649196); Zheng, Hongyu (55689441900)",57205318267; 57201649196; 55689441900,Overtaking or Merging? Eco-Routing Decision and Speed Trajectory with Full Terrain Information,2018,SAE Technical Papers,2018-April,,,,,,0,10.4271/2018-01-0038,Conference paper,Final,,2-s2.0-85045503967
Oda T.; Nonaka K.; Sekiguchi K.,"Oda, Takatsugu (55891359100); Nonaka, Kenichiro (56023104400); Sekiguchi, Kazuma (16550690600)",55891359100; 56023104400; 16550690600,Energy conserving vehicle motion control for electric vehicle equipped with multiple drive motors,2018,"2017 Asian Control Conference, ASCC 2017",2018-January,,,418,423,5,1,10.1109/ASCC.2017.8287206,Conference paper,Final,,2-s2.0-85047475076
Thummula E.; Yadav R.K.; David A.,"Thummula, Eswaraiah (57208554584); Yadav, Ravi Kant (57189093058); David, Arokiaraj (57208545896)",57208554584; 57189093058; 57208545896,A cost-effective technique to avoid communication and computation overhead in vehicle insurance database for online record monitoring,2018,International Journal of Mechanical and Production Engineering Research and Development,9,2,IJMPERDAPR201972,725,736,11,12,10.24247/ijmperdapr201972,Article,Final,All Open Access; Gold Open Access,2-s2.0-85065056345
Plianos A.; Jokela T.; Hancock M.,"Plianos, Alexandros (23980902300); Jokela, Tommi (55266658300); Hancock, Matthew (16303956500)",23980902300; 55266658300; 16303956500,Predictive Energy Optimization for Connected and Automated HEVs,2018,SAE Technical Papers,2018-April,,,,,,9,10.4271/2018-01-1179,Conference paper,Final,,2-s2.0-85045464891
Steinbauer P.; Husák J.; Pasteur F.; Denk P.; Macek J.; Šika Z.,"Steinbauer, Pavel (7801597581); Husák, Josef (57191405758); Pasteur, Florent (57191415487); Denk, Petr (56950505900); Macek, Jan (9246155600); Šika, Zbynek (6603300961)",7801597581; 57191405758; 57191415487; 56950505900; 9246155600; 6603300961,Predictive control of commercial e-vehicle using a priori route information,2018,International Journal of Powertrains,7,01-Mar,,53,71,18,0,10.1504/IJPT.2018.090362,Conference paper,Final,,2-s2.0-85043768016
Soysal M.; Çimen M.; Demir E.,"Soysal, Mehmet (56333106100); Çimen, Mustafa (18233525700); Demir, Emrah (37561206000)",56333106100; 18233525700; 37561206000,On the mathematical modeling of green one-to-one pickup and delivery problem with road segmentation,2018,Journal of Cleaner Production,174,,,1664,1678,14,45,10.1016/j.jclepro.2017.11.040,Article,Final,All Open Access; Green Open Access,2-s2.0-85038841833
Liu Z.; Kircher K.,"Liu, Zhuofan (56945868400); Kircher, Katja (29467665200)",56945868400; 29467665200,Comparison of a time- and a speed-based traffic light assistance system,2018,"Cognition, Technology and Work",20,1,,93,103,10,4,10.1007/s10111-017-0458-7,Article,Final,,2-s2.0-85039756899
Tu R.; Kamel I.; Abdulhai B.; Hatzopoulou M.,"Tu, Ran (57201426943); Kamel, Islam (57190192156); Abdulhai, Baher (6602001620); Hatzopoulou, Marianne (57194223451)",57201426943; 57190192156; 6602001620; 57194223451,Reducing transportation greenhouse gas emissions through the development of policies targeting high-emitting trips,2018,Transportation Research Record,2672,25,,11,20,9,11,10.1177/0361198118755714,Article,Final,,2-s2.0-85045856617
Dreier D.; Silveira S.; Khatiwada D.; Fonseca K.V.O.; Nieweglowski R.; Schepanski R.,"Dreier, Dennis (57197859804); Silveira, Semida (23989740300); Khatiwada, Dilip (27667682600); Fonseca, Keiko V.O. (23972263900); Nieweglowski, Rafael (57197859053); Schepanski, Renan (57197853373)",57197859804; 23989740300; 27667682600; 23972263900; 57197859053; 57197853373,"Well-to-Wheel analysis of fossil energy use and greenhouse gas emissions for conventional, hybrid-electric and plug-in hybrid-electric city buses in the BRT system in Curitiba, Brazil",2018,Transportation Research Part D: Transport and Environment,58,,,122,138,16,58,10.1016/j.trd.2017.10.015,Article,Final,,2-s2.0-85035352688
Ferrara A.; Sacone S.; Siri S.,"Ferrara, Antonella (55845601700); Sacone, Simona (6701845036); Siri, Silvia (23010350500)",55845601700; 6701845036; 23010350500,Emerging freeway traffic control strategies,2018,Advances in Industrial Control,,9.78E+12,,293,311,18,2,10.1007/978-3-319-75961-6_11,Book chapter,Final,,2-s2.0-85045530882
He Y.; Sun D.; Zhao M.; Cheng S.,"He, Yuchu (57201118410); Sun, Dihua (55750893000); Zhao, Min (56461804500); Cheng, Senlin (37460892000)",57201118410; 55750893000; 56461804500; 37460892000,Cooperative Driving and Lane Changing Modeling for Connected Vehicles in the Vicinity of Traffic Signals: A Cyber-Physical Perspective,2018,IEEE Access,6,,,13891,13897,6,34,10.1109/ACCESS.2018.2813539,Article,Final,All Open Access; Gold Open Access,2-s2.0-85043454800
Liu Z.-F.; Fu R.; Ma Y.; Yuan W.; Cheng W.-D.,"Liu, Zhuo-Fan (56945868400); Fu, Rui (8655090200); Ma, Yong (55522582900); Yuan, Wei (17347345100); Cheng, Wen-Dong (56946049300)",56945868400; 8655090200; 55522582900; 17347345100; 56946049300,Driver's Minimum Required Visual Attention in High Speed Car-following,2018,Zhongguo Gonglu Xuebao/China Journal of Highway and Transport,31,4,,28,35,7,5,,Article,Final,,2-s2.0-85047767984
Hu Y.; Li W.; Xu K.; Zahid T.; Qin F.; Li C.,"Hu, Yue (55762386200); Li, Weimin (56999315900); Xu, Kun (56599529400); Zahid, Taimoor (56436505600); Qin, Feiyan (56119131200); Li, Chenming (57200408455)",55762386200; 56999315900; 56599529400; 56436505600; 56119131200; 57200408455,Energy management strategy for a hybrid electric vehicle based on deep reinforcement learning,2018,Applied Sciences (Switzerland),8,2,187,,,,225,10.3390/app8020187,Article,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85041206018
Zheng Y.-M.; Cheng R.-J.; Ge H.-X.; Lo S.-M.,"Zheng, Yi-Ming (57194279755); Cheng, Rong-Jun (23092687800); Ge, Hong-Xia (55893647400); Lo, Siu-Ming (8350445500)",57194279755; 23092687800; 55893647400; 8350445500,An Extended Car-Following Model With Consideration of the Driver's Memory and Control Strategy,2018,Asian Journal of Control,20,2,,689,696,7,7,10.1002/asjc.1581,Article,Final,,2-s2.0-85022204378
Weißmann A.; Görges D.; Lin X.,"Weißmann, Andreas (57196086784); Görges, Daniel (23569037600); Lin, Xiaohai (56470047000)",57196086784; 23569037600; 56470047000,Energy-optimal adaptive cruise control combining model predictive control and dynamic programming,2018,Control Engineering Practice,72,,,125,137,12,98,10.1016/j.conengprac.2017.12.001,Article,Final,,2-s2.0-85038865194
Marcilio G.P.; Rangel J.J.D.A.; Souza C.L.M.D.; Shimoda E.; Silva F.F.D.; Peixoto T.A.,"Marcilio, Geísa Pereira (57196119791); Rangel, João José de Assis (6505665609); Souza, Claudio Luiz Melo de (57196123367); Shimoda, Eduardo (24382115900); Silva, Fábio Freitas da (57194496704); Peixoto, Túlio Almeida (55615885900)",57196119791; 6505665609; 57196123367; 24382115900; 57194496704; 55615885900,Analysis of greenhouse gas emissions in the road freight transportation using simulation,2018,Journal of Cleaner Production,170,,,298,309,11,44,10.1016/j.jclepro.2017.09.171,Article,Final,,2-s2.0-85031945615
Bertozzi M.; Chen B.; Zingaretti P.,"Bertozzi, Massimo (7003854706); Chen, Bo (57207183651); Zingaretti, Primo (6701855717)",7003854706; 57207183651; 6701855717,Introduction to the Special Issue on Applications of Mechatronic and Embedded Systems (MESA) in ITS,2018,IEEE Transactions on Intelligent Transportation Systems,19,2,8277097,530,532,2,2,10.1109/TITS.2018.2792338,Review,Final,,2-s2.0-85041476723
Ben Jaballah W.; Conti M.; Palazzi C.E.,"Ben Jaballah, Wafa (36611395000); Conti, Mauro (15019127200); Palazzi, Claudio E. (8631041200)",36611395000; 15019127200; 8631041200,The position cheating attack on inter-vehicular online gaming,2018,CCNC 2018 - 2018 15th IEEE Annual Consumer Communications and Networking Conference,2018-January,,,1,6,5,3,10.1109/CCNC.2018.8319160,Conference paper,Final,,2-s2.0-85046960636
Santos D.; Pinto J.; Rossetti R.J.F.; Oliveira E.,"Santos, Diogo (57188752885); Pinto, José (21733438800); Rossetti, Rosaldo J.F. (8598263800); Oliveira, Eugénio (7102178756)",57188752885; 21733438800; 8598263800; 7102178756,Adding the third dimension to urban networks for electric mobility simulation: An example for the city of porto,2018,Studies in Computational Intelligence,718,,,199,214,15,1,10.1007/978-3-319-58965-7_14,Article,Final,,2-s2.0-85026309310
Klumpp M.,"Klumpp, Matthias (37087477300)",37087477300,"Innovation potentials and pathways merging Ai, CPS, and IoT",2018,Applied System Innovation,1,1,5,1,18,17,14,10.3390/asi1010005,Article,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85084481396
Williams N.; Wu G.; Closas P.,"Williams, Nigel (57202601508); Wu, Guoyuan (55483767300); Closas, Pau (16068074200)",57202601508; 55483767300; 16068074200,Impact of positioning uncertainty on eco-approach and departure of connected and automated vehicles,2018,"2018 IEEE/ION Position, Location and Navigation Symposium, PLANS 2018 - Proceedings",,,,1081,1087,6,15,10.1109/PLANS.2018.8373490,Conference paper,Final,,2-s2.0-85048857014
Yang L.-Y.; Zhao M.; Sun D.-H.; Liu H.,"Yang, Liang-Yi (57198989788); Zhao, Min (56461804500); Sun, DI-Hua (55750893000); Liu, Hui (56603411800)",57198989788; 56461804500; 55750893000; 56603411800,Variable speed limit control scheme for vehicle in the vicinity of signalized intersection,2018,Modern Physics Letters B,32,19,1850218,,,,3,10.1142/S0217984918502184,Article,Final,,2-s2.0-85048617464
Sanguinetti A.; Dombrovski K.; Sikand S.,"Sanguinetti, Angela (56115705600); Dombrovski, Kelsea (57196327761); Sikand, Suhaila (57191745517)",56115705600; 57196327761; 57191745517,"Information, timing, and display: A design-behavior framework for improving the effectiveness of eco-feedback",2018,Energy Research and Social Science,39,,,55,68,13,49,10.1016/j.erss.2017.10.001,Review,Final,,2-s2.0-85032707799
Braun D.; Reiter E.; Siddharthan A.,"Braun, Daniel (56637735600); Reiter, Ehud (7101771343); Siddharthan, Advaith (57203429695)",56637735600; 7101771343; 57203429695,SaferDrive: An NLG-based behaviour change support system for drivers,2018,Natural Language Engineering,24,4,,551,588,37,21,10.1017/S1351324918000050,Article,Final,All Open Access; Green Open Access,2-s2.0-85042172694
Alam M.S.; McNabola A.,"Alam, Md. Saniul (57199297973); McNabola, Aonghus (23035686600)",57199297973; 23035686600,Network-wide traffic and environmental impacts of acceleration and deceleration among Eco-Driving Vehicles in different road configurations,2018,Transportation Planning and Technology,41,3,,244,264,20,9,10.1080/03081060.2018.1435436,Article,Final,,2-s2.0-85041626255
Zhang S.; Luo Y.; Li K.; Li V.,"Zhang, Shuwei (51565369100); Luo, Yugong (7404333146); Li, Keqiang (26643211100); Li, Victor (7202621685)",51565369100; 7404333146; 26643211100; 7202621685,Real-Time Energy-Efficient Control for Fully Electric Vehicles Based on an Explicit Model Predictive Control Method,2018,IEEE Transactions on Vehicular Technology,67,6,,4693,4701,8,51,10.1109/TVT.2018.2806400,Article,Final,,2-s2.0-85042118374
Zhai C.; Luo F.; Liu Y.,"Zhai, Chunjie (57188572314); Luo, Fei (36622983200); Liu, Yonggui (35753708200)",57188572314; 36622983200; 35753708200,Cooperative Look-Ahead control of vehicle platoon for maximizing fuel efficiency under system constraints,2018,IEEE Access,6,,,37700,37714,14,32,10.1109/ACCESS.2018.2848480,Article,Final,All Open Access; Gold Open Access,2-s2.0-85048626852
Li Y.; Zhao X.; He Q.; Huang L.; Rong J.,"Li, Yang (57218424417); Zhao, Xiaohua (55648485100); He, Qing (57193883831); Huang, Lihua (56127182200); Rong, Jian (7005980038)",57218424417; 55648485100; 57193883831; 56127182200; 7005980038,Comprehensive Evaluation and Classification of Interchange Diagrammatic Guide Signs' Complexity,2018,Journal of Advanced Transportation,2018,,9865305,,,,11,10.1155/2018/9865305,Article,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85046731906
Lin J.; Zhou W.; Du L.,"Lin, Jane (35176250400); Zhou, Wei (57194785998); Du, Lili (57110504900)",35176250400; 57194785998; 57110504900,Is on-demand same day package delivery service green?,2018,Transportation Research Part D: Transport and Environment,61,,,118,139,21,46,10.1016/j.trd.2017.06.016,Article,Final,,2-s2.0-85022194877
Jin H.; Ding F.; Zhou M.,"Jin, Hui (50661425000); Ding, Feng (26535684200); Zhou, Min (57191359523)",50661425000; 26535684200; 57191359523,Vehicle Optimal Speed Profile When Running on Curved Roads; [???????????????],2018,Beijing Ligong Daxue Xuebao/Transaction of Beijing Institute of Technology,38,5,,493,498,5,2,10.15918/j.tbit1001-0645.2018.05.009,Article,Final,,2-s2.0-85052139630
Sun D.; Gu L.; Zhao M.; Cheng S.; Xie F.; Yang L.,"Sun, Dihua (55750893000); Gu, Lianqiang (57203186549); Zhao, Min (56461804500); Cheng, Senlin (37460892000); Xie, Fei (57201251755); Yang, Liangyi (57198989788)",55750893000; 57203186549; 56461804500; 37460892000; 57201251755; 57198989788,Speed guidance model considering driver's operating behavior,2018,"Proceedings of the 30th Chinese Control and Decision Conference, CCDC 2018",,,,6510,6515,5,1,10.1109/CCDC.2018.8408274,Conference paper,Final,,2-s2.0-85050880652
Zavalko A.,"Zavalko, Alexandr (57201882455)",57201882455,Applying energy approach in the evaluation of eco-driving skill and eco-driving training of truck drivers,2018,Transportation Research Part D: Transport and Environment,62,,,672,684,12,48,10.1016/j.trd.2018.01.023,Article,Final,,2-s2.0-85046342570
Pisaturo M.; Senatore A.,"Pisaturo, Mario (55104826600); Senatore, Adolfo (55301018500)",55104826600; 55301018500,Mild-HEVs and Launch Management to Relieve Dry Clutch from Thermal Damage,2018,"2018 5th International Conference on Control, Decision and Information Technologies, CoDIT 2018",,,,1079,1084,5,1,10.1109/CoDIT.2018.8394961,Conference paper,Final,,2-s2.0-85050227511
Kijewska K.; Torbacki W.; Iwan S.,"Kijewska, Kinga (36477275100); Torbacki, Witold (6508359781); Iwan, Stanislaw (36477426300)",36477275100; 6508359781; 36477426300,Application of AHP and DEMATEL methods in choosing and analysing the measures for the distribution of goods in Szczecin region,2018,Sustainability (Switzerland),10,7,2365,,,,53,10.3390/su10072365,Article,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85049657287
Han J.; Sciarretta A.; Ojeda L.L.; De Nunzio G.; Thibault L.,"Han, Jihun (57199890942); Sciarretta, Antonio (6602743300); Ojeda, Luis Leon (55810748100); De Nunzio, Giovanni (56203614700); Thibault, Laurent (54396153300)",57199890942; 6602743300; 55810748100; 56203614700; 54396153300,Safe-and Eco-Driving Control for Connected and Automated Electric Vehicles Using Analytical State-Constrained Optimal Solution,2018,IEEE Transactions on Intelligent Vehicles,3,2,,163,172,9,127,10.1109/TIV.2018.2804162,Article,Final,All Open Access; Green Open Access,2-s2.0-85052986542
Chen Y.; Hu K.; Zhao J.; Li G.; Johnson J.; Zietsman J.,"Chen, Y. (55273498400); Hu, K. (57191411752); Zhao, J. (21234351600); Li, G. (57201988883); Johnson, J. (55494720100); Zietsman, J. (16033650200)",55273498400; 57191411752; 21234351600; 57201988883; 55494720100; 16033650200,In-use energy and CO2 emissions impact of a plug-in hybrid and battery electric vehicle based on real-world driving,2018,International Journal of Environmental Science and Technology,15,5,,1001,1008,7,16,10.1007/s13762-017-1458-0,Article,Final,,2-s2.0-85027457121
Yeow P.H.P.; Loo W.H.; Eze U.C.,"Yeow, Paul H.P. (6602443182); Loo, Wee Hong (16230821800); Eze, Uchenna Cyril (23033897500)",6602443182; 16230821800; 23033897500,Human factors issues in responsible computer consumption,2018,Ergonomics and Human Factors for a Sustainable Future: Current Research and Future Possibilities,,,,77,110,33,0,10.1007/978-981-10-8072-2_4,Book chapter,Final,,2-s2.0-85060731133
Parque V.; Miyashita T.,"Parque, Victor (35305647500); Miyashita, Tomoyuki (7201920883)",35305647500; 7201920883,On Learning Fuel Consumption Prediction in Vehicle Clusters,2018,Proceedings - International Computer Software and Applications Conference,2,,8377841,116,121,5,1,10.1109/COMPSAC.2018.10214,Conference paper,Final,,2-s2.0-85055502756
Stahlmann R.; Möller M.; Brauer A.; German R.; Eckhoff D.,"Stahlmann, Rainer (57225326952); Möller, Malte (57193335259); Brauer, Alexej (56717339700); German, Reinhard (56264085300); Eckhoff, David (35867872100)",57225326952; 57193335259; 56717339700; 56264085300; 35867872100,Exploring GLOSA systems in the field: Technical evaluation and results,2018,Computer Communications,120,,,112,124,12,40,10.1016/j.comcom.2017.12.006,Article,Final,,2-s2.0-85038403675
Keyvanfar A.; Shafaghat A.; Muhammad N.Z.; Ferwati M.S.,"Keyvanfar, Ali (55326089900); Shafaghat, Arezou (55326539000); Muhammad, Nasiru Zakari (56656121100); Ferwati, M. Salim (57063299000)",55326089900; 55326539000; 56656121100; 57063299000,Driving behaviour and sustainable mobility-policies and approaches revisited,2018,Sustainability (Switzerland),10,4,1152,,,,38,10.3390/su10041152,Article,Final,All Open Access; Gold Open Access,2-s2.0-85045257724
Franke T.; Schmalfuß F.; Rauh N.,"Franke, Thomas (56652374700); Schmalfuß, Franziska (56816994100); Rauh, Nadine (56512056600)",56652374700; 56816994100; 56512056600,Human factors and ergonomics in the individual adoption and use of electric vehicles,2018,Ergonomics and Human Factors for a Sustainable Future: Current Research and Future Possibilities,,,,135,160,25,15,10.1007/978-981-10-8072-2_6,Book chapter,Final,,2-s2.0-85060701303
Zeng L.; Wang R.; Han Q.; Chen C.; Ye L.; He X.,"Zeng, Lingqiu (23391405900); Wang, Ruimei (57193014891); Han, Qingwen (36543910900); Chen, Chao (56215995200); Ye, Lei (44462165300); He, Xueying (56442948400)",23391405900; 57193014891; 36543910900; 56215995200; 44462165300; 56442948400,Driving behavior modeling and evaluation for bus enter and leave stop process,2018,"2017 IEEE SmartWorld Ubiquitous Intelligence and Computing, Advanced and Trusted Computed, Scalable Computing and Communications, Cloud and Big Data Computing, Internet of People and Smart City Innovation, SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI 2017 - Conference Proceedings",,,,1,6,5,1,10.1109/UIC-ATC.2017.8397525,Conference paper,Final,,2-s2.0-85050205208
Gallardo P.; Díaz J.P.; Quintana P.; Cevallos I.; León P.; Guillén J.,"Gallardo, Patricio (57200820417); Díaz, Juan Pablo (57200828132); Quintana, Paola (57200818450); Cevallos, Israel (57200820311); León, Paúl (57200815828); Guillén, Jaime (57200815747)",57200820417; 57200828132; 57200818450; 57200820311; 57200815828; 57200815747,Energy intensity of road freight transport of liquid fuels for automotive use in Ecuador: Assessment of changes in logistics,2018,Case Studies on Transport Policy,6,2,,289,296,7,6,10.1016/j.cstp.2017.12.001,Article,Final,,2-s2.0-85042465376
Sina N.; Esfahanian V.; Hairi Yazdi M.R.; Azadi S.,"Sina, Naser (56597945100); Esfahanian, Vahid (6602226854); Hairi Yazdi, Mohammad Reza (16202315400); Azadi, Shahram (30367450200)",56597945100; 6602226854; 16202315400; 30367450200,Introducing the Modified Tire Power Loss and Resistant Force Regarding Longitudinal Slip,2018,SAE International Journal of Passenger Cars - Mechanical Systems,11,2,,167,176,9,7,10.4271/06-11-02-0014,Article,Final,,2-s2.0-85048328297
Yu C.; Feng Y.; Liu H.X.; Ma W.; Yang X.,"Yu, Chunhui (56514352800); Feng, Yiheng (56024885600); Liu, Henry X. (57215567939); Ma, Wanjing (23097654300); Yang, Xiaoguang (55683833000)",56514352800; 56024885600; 57215567939; 23097654300; 55683833000,Integrated optimization of traffic signals and vehicle trajectories at isolated urban intersections,2018,Transportation Research Part B: Methodological,112,,,89,112,23,319,10.1016/j.trb.2018.04.007,Article,Final,All Open Access; Bronze Open Access,2-s2.0-85046365589
Korn O.; Kappers A.M.L.; Holt R.; Persson N.-K.; Kontopoulos E.; Olson N.,"Korn, Oliver (55177369500); Kappers, Astrid M.L. (7005073232); Holt, Raymond (24483579500); Persson, Nils-Krister (7007155777); Kontopoulos, Efstratios (13408692000); Olson, Nasrine (56430593100)",55177369500; 7005073232; 24483579500; 7007155777; 13408692000; 56430593100,Empowering persons with deafblindness: Designing an intelligent assistive wearable in the SUITCEYES project,2018,ACM International Conference Proceeding Series,,,,545,551,6,10,10.1145/3197768.3201541,Conference paper,Final,All Open Access; Bronze Open Access; Green Open Access,2-s2.0-85049903710
Donatantonio F.; D'Amato A.; Arsie I.; Pianese C.,"Donatantonio, Fabrizio (56481694500); D'Amato, Antonio (57214009532); Arsie, Ivan (6602375699); Pianese, Cesare (6602516293)",56481694500; 57214009532; 6602375699; 6602516293,A multi-layer control hierarchy for heavy duty vehicles with off-line dual stage dynamic programming optimization,2018,Transportation Research Part C: Emerging Technologies,92,,,486,503,17,12,10.1016/j.trc.2018.05.006,Article,Final,,2-s2.0-85047637409
